,x1,x2,y
0,7.60687594623558,11.421912823460495,0.0
1,8.300078672740046,12.35226012482262,0.0
2,6.833771314696742,10.770319899237638,0.0
3,7.349341209511303,10.90354453507501,0.0
4,7.442586253098516,11.730363570470164,0.0
5,7.709171797453644,11.850204415055373,0.0
6,8.227331672463519,12.167728790693543,0.0
7,8.450087107345633,12.630743247241147,0.0
8,8.0643509132694,12.103450769497194,0.0
9,7.263490079332952,10.82019312785649,0.0
10,8.116244389990564,12.357006447964643,0.0
11,8.469623704247988,12.574591840278078,0.0
12,8.507598504951481,12.901664003677109,0.0
13,7.737917486015787,11.839844368712813,0.0
14,8.029372671442621,11.997461173478722,0.0
15,7.80560185291856,11.282065860466831,0.0
16,8.106627576500745,12.48811008358689,0.0
17,8.340645402805645,12.410690813926132,0.0
18,7.277405616707107,10.709570849479904,0.0
19,7.497868915359138,11.118871234870792,0.0
20,7.578758603052415,11.40924023901597,0.0
21,8.856664941579464,12.902894384308325,0.0
22,8.82150506422041,12.84027457735216,0.0
23,7.970158267473387,12.098653624000068,0.0
24,8.907163126853012,13.431200369609535,0.0
25,8.363503241268038,12.768093379491589,0.0
26,8.87847295543383,13.062947384493611,0.0
27,8.971510900113216,13.276443245439257,0.0
28,8.109404077838471,12.382937783726048,0.0
29,7.090190588830756,10.613112642240436,0.0
30,7.616066910050227,11.518355725599115,0.0
31,7.394453960422768,11.23759636163299,0.0
32,7.384325902469133,11.481368876489658,0.0
33,7.4935911429993824,11.461754666321877,0.0
34,9.005879311797326,13.96038873993478,0.0
35,8.410791240035357,12.32185912754651,0.0
36,7.85234402910897,11.672316100781279,0.0
37,8.855969638031425,12.96207452894866,0.0
38,8.438995065439629,12.312997994519852,0.0
39,8.242955172355016,12.64636050307815,0.0
40,7.123122255642602,10.751292023187297,0.0
41,8.085848720044988,12.120748165093278,0.0
42,6.786394443466173,10.295388636677144,0.0
43,6.882788830575572,10.266160104449538,0.0
44,7.72195784813994,11.602419177464268,0.0
45,7.536618784740889,11.126641791329423,0.0
46,9.54531708033372,13.983439667618825,0.0
47,7.879257678080732,11.511138012934385,0.0
48,8.115375865783436,11.700872198477533,0.0
49,7.958644626458778,11.802250985442194,0.0
50,5.953152876902555,9.522927815147817,0.0
51,7.416345273296898,10.811969307092983,0.0
52,8.84475291115508,12.965870621524546,0.0
53,7.704634499608883,11.786629654448728,0.0
54,9.314025845049006,14.057900825711258,0.0
55,8.663945204694356,12.937243899900707,0.0
56,7.176484659488008,10.655841445458288,0.0
57,8.273328070737302,12.593135156478796,0.0
58,7.320198093533056,11.319421094076286,0.0
59,7.620856192651157,11.791373738218965,0.0
60,7.181806879014303,11.41471580199743,0.0
61,8.353236370206833,12.579868293400327,0.0
62,7.746058957088762,11.450402599463326,0.0
63,7.815532264587224,11.926126605951982,0.0
64,8.977672645108164,13.259682284335799,0.0
65,8.666659560829302,12.49058780897952,0.0
66,8.483437923100494,12.747366275741888,0.0
67,8.376236432581978,12.845518288025119,0.0
68,8.238381254167484,12.463956573471904,0.0
69,8.182127046256557,12.495097022105233,0.0
70,8.220536227975906,11.881488796797427,0.0
71,8.938008443675123,13.067272049907292,0.0
72,7.72593160814986,11.797193070482015,0.0
73,7.182569140379536,10.911543203959871,0.0
74,6.992962071382809,10.510346396863412,0.0
75,9.014592683616051,13.138520471156408,0.0
76,8.484723062959896,12.30358608622704,0.0
77,6.829608323076511,10.135065812588762,0.0
78,6.768032789244549,10.205684803638364,0.0
79,8.126742698148862,11.962766322740793,0.0
80,8.258062423034783,11.875446026057524,0.0
81,7.907683568556468,11.406698108443106,0.0
82,7.719245014982333,11.990200965109738,0.0
83,7.2362180182716225,11.170078624935186,0.0
84,7.2445382643196865,11.021049558523893,0.0
85,7.778663008410199,11.631306932408876,0.0
86,7.95986829831927,12.085759847231982,0.0
87,7.797422236087286,12.118964995366118,0.0
88,7.57693488083919,11.302215115758864,0.0
89,8.165202863310752,12.152009386404448,0.0
90,7.761660422132918,12.326095532409155,0.0
91,8.052210961682974,12.203415059633643,0.0
92,7.5890184301773695,11.44501356221497,0.0
93,8.135698581556419,12.328852180266214,0.0
94,8.248338622479261,12.685431551315933,0.0
95,9.174380270503358,13.358648393245492,0.0
96,8.387675441504962,12.508635956824918,0.0
97,7.371612304769608,11.17844731045362,0.0
98,9.203270743714072,13.572818897523575,0.0
99,8.749901443334084,13.193376467513344,0.0
100,8.71616208562803,13.434592541749566,0.0
101,7.452695962176184,11.190757618437907,0.0
102,8.888635429045515,13.599477707213719,0.0
103,7.915562224407543,12.186691028644418,0.0
104,8.320825401156004,12.421878346674196,0.0
105,8.177884678358991,11.991899879364532,0.0
106,9.544188760448941,14.422967954368595,0.0
107,7.152158755933119,11.03746187603884,0.0
108,9.070784479486665,13.544512107226423,0.0
109,8.170176476900266,12.374422249556208,0.0
110,7.713498855154338,11.34770817637798,0.0
111,8.027862475310886,11.74221123694055,0.0
112,8.068549438152475,11.761596691033514,0.0
113,8.624454738334375,12.625409780383636,0.0
114,7.197011686152125,11.144181344066228,0.0
115,8.558613487877128,12.882133127752738,0.0
116,6.9014134892707695,10.458789649445096,0.0
117,7.918082393524443,12.006994999399916,0.0
118,9.44800645435552,13.738788224568204,0.0
119,7.491893237884453,11.205388944726883,0.0
120,9.461601093056059,14.480931731069374,0.0
121,7.2601477321430075,10.850607124459694,0.0
122,6.406653657194522,9.383361518906934,0.0
123,7.62848735370059,11.985989054365701,0.0
124,8.827122840214983,12.957037410565803,0.0
125,9.894088710798535,14.638799952575223,0.0
126,8.773557885714496,12.825288145263588,0.0
127,8.533626339578264,12.718081948781679,0.0
128,7.770308327782843,11.797780020300781,0.0
129,9.83007752474164,14.732219675621234,0.0
130,8.27360108257797,12.448594446317633,0.0
131,6.494824072253483,9.793911775623608,0.0
132,8.698560914750756,13.491892678431215,0.0
133,7.64714185663888,12.249995889204882,0.0
134,8.72100537692629,13.0273996799479,0.0
135,8.640726495917916,12.767904016411237,0.0
136,9.090881743932256,13.285095545031501,0.0
137,8.743934546443718,12.42671511455368,0.0
138,8.509664250162638,12.89596008056964,0.0
139,7.478849297252987,11.830295502216437,0.0
140,8.554735437477644,12.504724740674042,0.0
141,7.2476594611658065,10.6404821002675,0.0
142,7.90600688200602,12.240733543155438,0.0
143,7.343964780988282,11.702859731485272,0.0
144,8.573825298514452,12.72584429196557,0.0
145,8.021078401438503,11.588168615665614,0.0
146,9.184071034462072,13.773203694272203,0.0
147,8.405771900232441,11.87981736236971,0.0
148,9.386849351408255,13.98170801582545,0.0
149,9.426459613884628,13.69185247257908,0.0
150,8.295246765522053,12.747310305075482,0.0
151,6.910484356546447,10.29024004713915,0.0
152,8.070097611117916,12.39818794008212,0.0
153,7.0239128556609085,10.381452538517737,0.0
154,6.908884316831386,10.640843175983992,0.0
155,8.229228464831484,12.324438598505225,0.0
156,7.507179469501171,11.27503856915272,0.0
